"TableName","SeriesCode","LineNumber","LineDescription","TimePeriod","METRIC_NAME","CL_UNIT","UNIT_MULT","DataValue","NoteRef"
"T10101","A011RL","13","Residential","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",4.2,"T10101"
"T10101","A011RL","13","Residential","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",11.5,"T10101"
"T10101","A011RL","13","Residential","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",1.5,"T10101"
"T10101","A011RL","13","Residential","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",8.2,"T10101"
"T10101","A011RL","13","Residential","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",-2,"T10101"
"T10101","A011RL","13","Residential","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",-4.8,"T10101"
"T10101","A011RL","13","Residential","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",4.3,"T10101"
"T10101","A011RL","13","Residential","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",-1,"T10101"
"T10101","A011RL","13","Residential","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-5.1,"T10101"
"T10101","A020RL","16","Exports","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",-4.1,"T10101"
"T10101","A020RL","16","Exports","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",13.1,"T10101"
"T10101","A020RL","16","Exports","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",15,"T10101"
"T10101","A020RL","16","Exports","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",-2.9,"T10101"
"T10101","A020RL","16","Exports","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",3.8,"T10101"
"T10101","A020RL","16","Exports","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",-5.3,"T10101"
"T10101","A020RL","16","Exports","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",4.4,"T10101"
"T10101","A020RL","16","Exports","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",6.1,"T10101"
"T10101","A020RL","16","Exports","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",4.6,"T10101"
"T10101","A020RL","16","Exports","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",0.7,"T10101"
"T10101","A020RL","16","Exports","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",8.9,"T10101"
"T10101","A020RL","16","Exports","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",-0.9,"T10101"
"T10101","A020RL","16","Exports","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",0.2,"T10101"
"T10101","A020RL","16","Exports","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-1.8,"T10101"
"T10101","A253RL","17","Goods","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",-8.4,"T10101"
"T10101","A253RL","17","Goods","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",12.8,"T10101"
"T10101","A253RL","17","Goods","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",16.9,"T10101"
"T10101","A253RL","17","Goods","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",-5.6,"T10101"
"T10101","A253RL","17","Goods","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",6.1,"T10101"
"T10101","A253RL","17","Goods","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",-10.4,"T10101"
"T10101","A253RL","17","Goods","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",6,"T10101"
"T10101","A253RL","17","Goods","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",6.4,"T10101"
"T10101","A253RL","17","Goods","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",-0.1,"T10101"
"T10101","A253RL","17","Goods","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",0.4,"T10101"
"T10101","A253RL","17","Goods","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",8.4,"T10101"
"T10101","A253RL","17","Goods","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",-3.9,"T10101"
"T10101","A253RL","17","Goods","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",6.3,"T10101"
"T10101","A253RL","17","Goods","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-4.7,"T10101"
"T10101","A646RL","18","Services","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",5.9,"T10101"
"T10101","A646RL","18","Services","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",13.8,"T10101"
"T10101","A646RL","18","Services","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",11.1,"T10101"
"T10101","A646RL","18","Services","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",2.9,"T10101"
"T10101","A646RL","18","Services","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",-0.8,"T10101"
"T10101","A646RL","18","Services","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",5.6,"T10101"
"T10101","A646RL","18","Services","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",1.6,"T10101"
"T10101","A646RL","18","Services","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",5.5,"T10101"
"T10101","A646RL","18","Services","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",13.8,"T10101"
"T10101","A646RL","18","Services","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",1.2,"T10101"
"T10101","A646RL","18","Services","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",9.8,"T10101"
"T10101","A646RL","18","Services","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",4.6,"T10101"
"T10101","A646RL","18","Services","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",-9.7,"T10101"
"T10101","A646RL","18","Services","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",3.5,"T10101"
"T10101","A021RL","19","Imports","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",12,"T10101"
"T10101","A021RL","19","Imports","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",7.1,"T10101"
"T10101","A021RL","19","Imports","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",-5.8,"T10101"
"T10101","A021RL","19","Imports","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",-3.1,"T10101"
"T10101","A021RL","19","Imports","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",-1,"T10101"
"T10101","A021RL","19","Imports","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",-2.1,"T10101"
"T10101","A021RL","19","Imports","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",3,"T10101"
"T10101","A021RL","19","Imports","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",5.4,"T10101"
"T10101","A021RL","19","Imports","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",6.9,"T10101"
"T10101","A021RL","19","Imports","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",8.4,"T10101"
"T10101","A021RL","19","Imports","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",10.1,"T10101"
"T10101","A021RL","19","Imports","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",-0.2,"T10101"
"T10101","A021RL","19","Imports","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",38,"T10101"
"T10101","A021RL","19","Imports","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-29.3,"T10101"
"T10101","A255RL","20","Goods","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",12.1,"T10101"
"T10101","A255RL","20","Goods","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",4.1,"T10101"
"T10101","A255RL","20","Goods","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",-8.9,"T10101"
"T10101","A255RL","20","Goods","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",-2.9,"T10101"
"T10101","A255RL","20","Goods","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",-1.3,"T10101"
"T10101","A255RL","20","Goods","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",-4.3,"T10101"
"T10101","A255RL","20","Goods","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",4.1,"T10101"
"T10101","A255RL","20","Goods","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",2.8,"T10101"
"T10101","A255RL","20","Goods","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",7.4,"T10101"
"T10101","A255RL","20","Goods","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",9,"T10101"
"T10101","A255RL","20","Goods","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",8.9,"T10101"
"T10101","A255RL","20","Goods","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",-3.1,"T10101"
"T10101","A255RL","20","Goods","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",52,"T10101"
"T10101","A255RL","20","Goods","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-35,"T10101"
"T10101","A656RL","21","Services","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",11.4,"T10101"
"T10101","A656RL","21","Services","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",22.9,"T10101"
"T10101","A656RL","21","Services","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",9.4,"T10101"
"T10101","A656RL","21","Services","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",-4.2,"T10101"
"T10101","A656RL","21","Services","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",0,"T10101"
"T10101","A656RL","21","Services","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",7.2,"T10101"
"T10101","A656RL","21","Services","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",-1.3,"T10101"
"T10101","A656RL","21","Services","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",16.6,"T10101"
"T10101","A656RL","21","Services","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",4.9,"T10101"
"T10101","A656RL","21","Services","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",5.9,"T10101"
"T10101","A656RL","21","Services","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",15.3,"T10101"
"T10101","A656RL","21","Services","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",11.5,"T10101"
"T10101","A656RL","21","Services","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",-5.8,"T10101"
"T10101","A656RL","21","Services","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-1.2,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",-3,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",-1.4,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",1.7,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",4.1,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",4.1,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",3.3,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",5.2,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",4.7,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",2.3,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",3.3,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",5.4,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",3.3,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",-1,"T10101"
"T10101","A822RL","22","Government consumption expenditures and gross investment","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-0.1,"T10101"
"T10101","A823RL","23","Federal","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",-8.2,"T10101"
"T10101","A823RL","23","Federal","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",-3.7,"T10101"
"T10101","A823RL","23","Federal","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",-1.3,"T10101"
"T10101","A823RL","23","Federal","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",9.1,"T10101"
"T10101","A823RL","23","Federal","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",4.1,"T10101"
"T10101","A823RL","23","Federal","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",-0.1,"T10101"
"T10101","A823RL","23","Federal","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",6.8,"T10101"
"T10101","A823RL","23","Federal","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",3.4,"T10101"
"T10101","A823RL","23","Federal","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",0.8,"T10101"
"T10101","A823RL","23","Federal","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",4.3,"T10101"
"T10101","A823RL","23","Federal","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",8.6,"T10101"
"T10101","A823RL","23","Federal","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",4.4,"T10101"
"T10101","A823RL","23","Federal","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",-5.6,"T10101"
"T10101","A823RL","23","Federal","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-5.3,"T10101"
"T10101","A824RL","24","National defense","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",-10.4,"T10101"
"T10101","A824RL","24","National defense","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",1.4,"T10101"
"T10101","A824RL","24","National defense","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",-4.2,"T10101"
"T10101","A824RL","24","National defense","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",8.3,"T10101"
"T10101","A824RL","24","National defense","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",4.6,"T10101"
"T10101","A824RL","24","National defense","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",2.4,"T10101"
"T10101","A824RL","24","National defense","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",7.4,"T10101"
"T10101","A824RL","24","National defense","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",2,"T10101"
"T10101","A824RL","24","National defense","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",-2.6,"T10101"
"T10101","A824RL","24","National defense","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",6.9,"T10101"
"T10101","A824RL","24","National defense","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",13.5,"T10101"
"T10101","A824RL","24","National defense","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",4.6,"T10101"
"T10101","A824RL","24","National defense","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",-6.9,"T10101"
"T10101","A824RL","24","National defense","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",0.9,"T10101"
"T10101","A825RL","25","Nondefense","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",-5.2,"T10101"
"T10101","A825RL","25","Nondefense","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",-10.1,"T10101"
"T10101","A825RL","25","Nondefense","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",2.5,"T10101"
"T10101","A825RL","25","Nondefense","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",10.1,"T10101"
"T10101","A825RL","25","Nondefense","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",3.6,"T10101"
"T10101","A825RL","25","Nondefense","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",-3.1,"T10101"
"T10101","A825RL","25","Nondefense","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",6,"T10101"
"T10101","A825RL","25","Nondefense","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",5.2,"T10101"
"T10101","A825RL","25","Nondefense","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",5.5,"T10101"
"T10101","A825RL","25","Nondefense","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",0.9,"T10101"
"T10101","A825RL","25","Nondefense","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",2.4,"T10101"
"T10101","A825RL","25","Nondefense","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",4.1,"T10101"
"T10101","A825RL","25","Nondefense","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",-3.8,"T10101"
"T10101","A825RL","25","Nondefense","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",-13,"T10101"
"T10101","A829RL","26","State and local","2022Q1","Fisher Quantity Index","Percent change, annual rate","0",0.2,"T10101"
"T10101","A829RL","26","State and local","2022Q2","Fisher Quantity Index","Percent change, annual rate","0",0,"T10101"
"T10101","A829RL","26","State and local","2022Q3","Fisher Quantity Index","Percent change, annual rate","0",3.5,"T10101"
"T10101","A829RL","26","State and local","2022Q4","Fisher Quantity Index","Percent change, annual rate","0",1.4,"T10101"
"T10101","A829RL","26","State and local","2023Q1","Fisher Quantity Index","Percent change, annual rate","0",4.1,"T10101"
"T10101","A829RL","26","State and local","2023Q2","Fisher Quantity Index","Percent change, annual rate","0",5.4,"T10101"
"T10101","A829RL","26","State and local","2023Q3","Fisher Quantity Index","Percent change, annual rate","0",4.2,"T10101"
"T10101","A829RL","26","State and local","2023Q4","Fisher Quantity Index","Percent change, annual rate","0",5.4,"T10101"
"T10101","A829RL","26","State and local","2024Q1","Fisher Quantity Index","Percent change, annual rate","0",3.2,"T10101"
"T10101","A829RL","26","State and local","2024Q2","Fisher Quantity Index","Percent change, annual rate","0",2.8,"T10101"
"T10101","A829RL","26","State and local","2024Q3","Fisher Quantity Index","Percent change, annual rate","0",3.6,"T10101"
"T10101","A829RL","26","State and local","2024Q4","Fisher Quantity Index","Percent change, annual rate","0",2.7,"T10101"
"T10101","A829RL","26","State and local","2025Q1","Fisher Quantity Index","Percent change, annual rate","0",1.9,"T10101"
"T10101","A829RL","26","State and local","2025Q2","Fisher Quantity Index","Percent change, annual rate","0",3.1,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2022Q1","Current Dollars","Percent change, annual rate","0",7.2,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2022Q2","Current Dollars","Percent change, annual rate","0",10,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2022Q3","Current Dollars","Percent change, annual rate","0",7.6,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2022Q4","Current Dollars","Percent change, annual rate","0",6.8,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2023Q1","Current Dollars","Percent change, annual rate","0",6.8,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2023Q2","Current Dollars","Percent change, annual rate","0",4.7,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2023Q3","Current Dollars","Percent change, annual rate","0",8.2,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2023Q4","Current Dollars","Percent change, annual rate","0",5.1,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2024Q1","Current Dollars","Percent change, annual rate","0",4,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2024Q2","Current Dollars","Percent change, annual rate","0",6.3,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2024Q3","Current Dollars","Percent change, annual rate","0",5.1,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2024Q4","Current Dollars","Percent change, annual rate","0",4.3,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2025Q1","Current Dollars","Percent change, annual rate","0",2.9,"T10101"
"T10101","A191RP","27","Gross domestic product, current dollars","2025Q2","Current Dollars","Percent change, annual rate","0",6,"T10101"
